,dates,urate_iu
196,1992-05-31,0.060996602248174374
197,1992-06-30,0.06157543392260885
198,1992-07-31,0.05860816907756301
199,1992-08-31,0.05927170086313614
200,1992-09-30,0.059269460261648706
201,1992-10-31,0.05989288679510889
202,1992-11-30,0.06085211673085794
203,1992-12-31,0.05936810144126585
204,1993-01-31,0.06012375536363015
205,1993-02-28,0.05742017992483637
206,1993-03-31,0.06024384454076152
207,1993-04-30,0.059012519036241606
208,1993-05-31,0.059052599930838744
209,1993-06-30,0.06030522797600667
210,1993-07-31,0.05795176797649131
211,1993-08-31,0.059268542829175604
212,1993-09-30,0.05937249555518676
213,1993-10-31,0.057645715426244165
214,1993-11-30,0.05923082239391741
215,1993-12-31,0.060501970799489775
216,1994-01-31,0.06172190619322702
217,1994-02-28,0.0628302295773898
218,1994-03-31,0.06310190858435427
219,1994-04-30,0.0603597285399127
220,1994-05-31,0.06344599787583383
221,1994-06-30,0.06236527873864625
222,1994-07-31,0.06274443779792603
223,1994-08-31,0.06103082855456018
224,1994-09-30,0.06159255291097859
225,1994-10-31,0.05969559535766256
226,1994-11-30,0.06056153029402102
227,1994-12-31,0.06107320730226914
228,1995-01-31,0.06030223649405226
229,1995-02-28,0.059373584930130244
230,1995-03-31,0.062238515003720095
231,1995-04-30,0.06079663907977394
232,1995-05-31,0.06079663907977394
233,1995-06-30,0.06079663907977394
234,1995-07-31,0.06079663907977394
235,1995-08-31,0.06155321262229576
236,1995-09-30,0.06229102544021575
237,1995-10-31,0.06140164507495205
238,1995-11-30,0.05952145056888333
239,1995-12-31,0.060432682797402694
240,1996-01-31,0.06152735281461081
241,1996-02-29,0.0623242515848903
242,1996-03-31,0.05953331996124892
243,1996-04-30,0.06216925948373782
244,1996-05-31,0.05918231364936416
245,1996-06-30,0.06217360748503642
246,1996-07-31,0.05930360741375781
247,1996-08-31,0.05957668340090852
248,1996-09-30,0.06055025649585085
249,1996-10-31,0.060876368481808614
250,1996-11-30,0.05957129466967611
251,1996-12-31,0.060406874903593664
252,1997-01-31,0.06040738150155541
253,1997-02-28,0.06096916570022074
254,1997-03-31,0.05680970419522697
255,1997-04-30,0.06063934823055096
256,1997-05-31,0.05915599455830998
257,1997-06-30,0.05935649573129353
258,1997-07-31,0.060994246690717874
259,1997-08-31,0.05754148826790268
260,1997-09-30,0.05848283498595456
261,1997-10-31,0.05703471250402883
262,1997-11-30,0.057398017378319406
263,1997-12-31,0.05802172204754757
264,1998-01-31,0.05989025579874155
265,1998-02-28,0.06057835483172079
266,1998-03-31,0.05703748483067584
267,1998-04-30,0.05692617406928012
268,1998-05-31,0.05804058700857984
269,1998-06-30,0.058436182869815785
270,1998-07-31,0.05689891777340335
271,1998-08-31,0.05803902253181666
272,1998-09-30,0.05936023171322075
273,1998-10-31,0.059052292397465546
274,1998-11-30,0.055959585599569546
275,1998-12-31,0.059776864334952044
276,1999-01-31,0.05860093447348669
277,1999-02-28,0.05851135022656012
278,1999-03-31,0.05748082656231424
279,1999-04-30,0.055633986917348825
280,1999-05-31,0.05699921740342244
281,1999-06-30,0.05874855860016026
282,1999-07-31,0.055614361144420574
283,1999-08-31,0.05867433411671016
284,1999-09-30,0.056176226979548126
285,1999-10-31,0.059380794756907815
286,1999-11-30,0.05835187558805457
287,1999-12-31,0.0585202517541052
288,2000-01-31,0.057546884110987115
289,2000-02-29,0.059872361447712026
290,2000-03-31,0.05557801093082575
291,2000-04-30,0.05627957850800522
292,2000-05-31,0.058879140414919894
293,2000-06-30,0.054662983219239916
294,2000-07-31,0.056327762979509456
295,2000-08-31,0.05697799538041583
296,2000-09-30,0.054836183391421135
297,2000-10-31,0.057027840255388235
298,2000-11-30,0.05480070024398132
299,2000-12-31,0.057836678840348967
300,2001-01-31,0.057555417593901585
301,2001-02-28,0.05725578292702203
302,2001-03-31,0.05678528903672494
303,2001-04-30,0.05527601738079602
304,2001-05-31,0.05768935485530806
305,2001-06-30,0.05539628510057777
306,2001-07-31,0.059238808815628013
307,2001-08-31,0.05743008004294454
308,2001-09-30,0.059264613760798716
309,2001-10-31,0.05963001573076172
310,2001-11-30,0.06001850880484272
311,2001-12-31,0.056411058892274525
312,2002-01-31,0.06277574907464027
313,2002-02-28,0.06086073609914713
314,2002-03-31,0.05916671041704656
315,2002-04-30,0.05826685500908301
316,2002-05-31,0.056621702353049905
317,2002-06-30,0.058701216997022986
318,2002-07-31,0.058236130852573134
319,2002-08-31,0.05705905562445269
320,2002-09-30,0.05740483758606308
321,2002-10-31,0.05924608047767074
322,2002-11-30,0.05874915889718881
323,2002-12-31,0.058676631293526474
324,2003-01-31,0.05740582343230686
325,2003-02-28,0.05905590513953891
326,2003-03-31,0.05924253412674808
327,2003-04-30,0.05861284300185335
328,2003-05-31,0.0594705670121866
329,2003-06-30,0.05700129304129116
330,2003-07-31,0.05787730098827108
331,2003-08-31,0.05701632651677106
332,2003-09-30,0.059400992210400766
333,2003-10-31,0.058113882508365036
334,2003-11-30,0.0585815452787589
335,2003-12-31,0.05920898636410935
336,2004-01-31,0.0576160586469936
337,2004-02-29,0.06081601601469204
338,2004-03-31,0.058385166725430704
339,2004-04-30,0.05647791282511476
340,2004-05-31,0.057989976252575494
341,2004-06-30,0.05820238840465601
342,2004-07-31,0.05639026573369558
343,2004-08-31,0.05932104372101574
344,2004-09-30,0.0584751618384151
345,2004-10-31,0.05910212080887156
346,2004-11-30,0.059145449069716395
347,2004-12-31,0.05607777975132167
348,2005-01-31,0.058652513311640224
349,2005-02-28,0.05689671899508906
350,2005-03-31,0.05813494752435894
351,2005-04-30,0.057040065414836354
352,2005-05-31,0.05588727431717339
353,2005-06-30,0.055583044014826104
354,2005-07-31,0.057691643148645416
355,2005-08-31,0.05811403688924483
356,2005-09-30,0.05690871736492289
357,2005-10-31,0.06053138809818563
358,2005-11-30,0.05827422060088463
359,2005-12-31,0.058444503206416365
360,2006-01-31,0.05817002246128968
361,2006-02-28,0.05665178280492532
362,2006-03-31,0.055685528786477916
363,2006-04-30,0.05568445092061377
364,2006-05-31,0.05813799788610666
365,2006-06-30,0.057706510035222466
366,2006-07-31,0.05697004538505345
367,2006-08-31,0.05564113896798286
368,2006-09-30,0.05522359272948404
369,2006-10-31,0.05556174275721077
370,2006-11-30,0.0560889533466794
371,2006-12-31,0.056567682440214824
372,2007-01-31,0.05693171126948378
373,2007-02-28,0.05641547884362011
374,2007-03-31,0.053854406341625485
375,2007-04-30,0.054093654800291685
376,2007-05-31,0.05560811607432183
377,2007-06-30,0.0552671546613596
378,2007-07-31,0.05568463566339185
379,2007-08-31,0.05409198286026791
380,2007-09-30,0.05461659995710613
381,2007-10-31,0.057317482055868806
382,2007-11-30,0.05728660701526943
383,2007-12-31,0.054561969383892336
384,2008-01-31,0.0557436172091554
385,2008-02-29,0.057805779160864046
386,2008-03-31,0.05679839258595098
387,2008-04-30,0.05962991326989805
388,2008-05-31,0.0561517098068592
389,2008-06-30,0.05796857507170702
390,2008-07-31,0.05922898829021535
391,2008-08-31,0.058826076654799817
392,2008-09-30,0.06074154564640372
393,2008-10-31,0.05733521425627274
394,2008-11-30,0.06172950947460069
395,2008-12-31,0.06015104793416933
396,2009-01-31,0.0598697764887959
397,2009-02-28,0.06008436511871833
398,2009-03-31,0.06307534693091216
399,2009-04-30,0.061257735714032584
400,2009-05-31,0.061112868360190725
401,2009-06-30,0.06297198946139612
402,2009-07-31,0.06250625460062435
403,2009-08-31,0.060901871481185386
404,2009-09-30,0.06184591493780818
405,2009-10-31,0.06330070530037758
406,2009-11-30,0.0627072991375402
407,2009-12-31,0.06401852558542313
408,2010-01-31,0.06144842122602239
409,2010-02-28,0.06503910759307194
410,2010-03-31,0.06612039543386958
411,2010-04-30,0.06199292262722011
412,2010-05-31,0.06031474350411343
413,2010-06-30,0.0638399724852348
414,2010-07-31,0.06317056351687146
415,2010-08-31,0.06224395465979021
416,2010-09-30,0.06259410605841144
417,2010-10-31,0.06376204186746685
418,2010-11-30,0.06317946401990261
419,2010-12-31,0.06357012114135883
420,2011-01-31,0.06162461950109822
421,2011-02-28,0.062439220083240925
422,2011-03-31,0.06381979034800103
423,2011-04-30,0.061441544329343165
424,2011-05-31,0.06138938595077768
425,2011-06-30,0.06222904417846929
426,2011-07-31,0.0628144615933921
427,2011-08-31,0.06282095007992176
428,2011-09-30,0.06020997874311477
429,2011-10-31,0.06012343917897332
430,2011-11-30,0.06259161607813436
431,2011-12-31,0.0627183365580763
432,2012-01-31,0.06294891299302918
433,2012-02-29,0.061628097822652654
434,2012-03-31,0.06086989961911202
435,2012-04-30,0.06141669535175416
436,2012-05-31,0.059695922786174554
437,2012-06-30,0.060858014128275024
438,2012-07-31,0.061260812839260284
439,2012-08-31,0.06098447950704997
440,2012-09-30,0.06297902245275605
441,2012-10-31,0.06221949795278638
442,2012-11-30,0.06246654990017394
443,2012-12-31,0.06031200222538468
444,2013-01-31,0.061181920667797735
445,2013-02-28,0.05947637814075297
446,2013-03-31,0.05897916345945519
447,2013-04-30,0.06015110439709266
448,2013-05-31,0.05851761543386905
449,2013-06-30,0.06030158189299506
450,2013-07-31,0.06044900958113018
451,2013-08-31,0.05782150248130085
452,2013-09-30,0.057416477608891986
453,2013-10-31,0.058879047500671855
454,2013-11-30,0.06040421301189538
455,2013-12-31,0.057853460701257534
456,2014-01-31,0.0581722534002677
457,2014-02-28,0.06029878975614336
458,2014-03-31,0.05663689976766441
459,2014-04-30,0.058077056585967964
460,2014-05-31,0.0548805946586772
461,2014-06-30,0.05808407646652907
462,2014-07-31,0.0578567606217547
463,2014-08-31,0.05598709826494514
464,2014-09-30,0.057260298751142254
465,2014-10-31,0.05722444466937323
466,2014-11-30,0.05735025209744318
467,2014-12-31,0.05714810048724843
468,2015-01-31,0.055594388701278794
469,2015-02-28,0.05762515585784838
470,2015-03-31,0.0581365354165627
471,2015-04-30,0.05592725132614783
472,2015-05-31,0.053718841374640794
473,2015-06-30,0.05710116324949653
474,2015-07-31,0.0555618171130506
475,2015-08-31,0.0546532732187211
476,2015-09-30,0.054653780220069934
477,2015-10-31,0.05442860258903273
478,2015-11-30,0.05522577166440154
479,2015-12-31,0.054691050327671804
480,2016-01-31,0.05462187191504911
481,2016-02-29,0.05408145485744319
482,2016-03-31,0.054821093801894066
483,2016-04-30,0.05282908329913771
484,2016-05-31,0.05282825507987528
485,2016-06-30,0.05255590844032205
486,2016-07-31,0.052991321148395144
487,2016-08-31,0.05446640501690613
488,2016-09-30,0.05416131781333813
489,2016-10-31,0.05330182683188925
490,2016-11-30,0.055756325946249005
491,2016-12-31,0.05290649434965072
492,2017-01-31,0.0528095761619674
493,2017-02-28,0.052885498720073205
494,2017-03-31,0.05300603622465832
495,2017-04-30,0.051138240032756944
496,2017-05-31,0.050746363580678806
497,2017-06-30,0.05299181683912895
498,2017-07-31,0.05257472615738803
499,2017-08-31,0.05348576731136957
500,2017-09-30,0.053185923816783234
501,2017-10-31,0.05063772833305116
502,2017-11-30,0.05319087617984798
503,2017-12-31,0.05160347631854375
504,2018-01-31,0.05263709378217959
505,2018-02-28,0.05178106870543091
506,2018-03-31,0.05095644342469034
507,2018-04-30,0.04882877390610388
508,2018-05-31,0.05122630055520652
509,2018-06-30,0.04834747537851772
510,2018-07-31,0.051224470923494685
511,2018-08-31,0.05047941432397333
512,2018-09-30,0.05153627370382552
513,2018-10-31,0.050512129770181866
514,2018-11-30,0.05230660247266068
515,2018-12-31,0.05242302210327998
516,2019-01-31,0.053674569160398145
517,2019-02-28,0.05246314639173978
518,2019-03-31,0.04937177056694353
519,2019-04-30,0.05034137714966884
520,2019-05-31,0.04856008620133708
521,2019-06-30,0.050837728233117316
522,2019-07-31,0.052007386476058244
523,2019-08-31,0.050667996811516985
524,2019-09-30,0.04945840533553036
525,2019-10-31,0.048684607073222426
526,2019-11-30,0.0517260716287625
527,2019-12-31,0.05136902056137449
528,2020-01-31,0.04928924336806858
529,2020-02-29,0.04999611275842816
530,2020-03-31,0.0560752627461467
531,2020-04-30,0.0676810932391521
532,2020-05-31,0.062486014001897426
533,2020-06-30,0.0627919834219317
534,2020-07-31,0.0588683517772379
535,2020-08-31,0.056495483659424965
536,2020-09-30,0.05757049043676666
537,2020-10-31,0.05508891738852221
538,2020-11-30,0.05819030928847055
539,2020-12-31,0.054282369037652746
540,2021-01-31,0.0554638701753858
541,2021-02-28,0.05553262748067425
