,dates,urate_ui
167,1989-12-31,0.057385753301709586
168,1990-01-31,0.059335609911132965
169,1990-02-28,0.058536041287539343
170,1990-03-31,0.0600110932240293
171,1990-04-30,0.06084032609510447
172,1990-05-31,0.05875124017835439
173,1990-06-30,0.05923760976371858
174,1990-07-31,0.059589540968989094
175,1990-08-31,0.06146958060257858
176,1990-09-30,0.061012873613835145
177,1990-10-31,0.059133120956023466
178,1990-11-30,0.061822485027901324
179,1990-12-31,0.059796891684793095
180,1991-01-31,0.06197913104010246
181,1991-02-28,0.06304996688605542
182,1991-03-31,0.06327310612311815
183,1991-04-30,0.06066399219522902
184,1991-05-31,0.062107639775805676
185,1991-06-30,0.0622534020807104
186,1991-07-31,0.060698549131053
187,1991-08-31,0.06194675325704919
188,1991-09-30,0.06088251613382499
189,1991-10-31,0.06176201184307351
190,1991-11-30,0.0624330408301604
191,1991-12-31,0.062491493676625404
192,1992-01-31,0.06467204734849709
193,1992-02-29,0.06462798428448573
194,1992-03-31,0.06265218111817988
195,1992-04-30,0.06317079036312158
196,1992-05-31,0.06409063460741667
197,1992-06-30,0.06240411520811294
198,1992-07-31,0.06344411416099602
199,1992-08-31,0.06188917319000439
200,1992-09-30,0.0612614310635316
201,1992-10-31,0.06308785926524582
202,1992-11-30,0.061899706410413625
203,1992-12-31,0.06297108854756274
204,1993-01-31,0.06097570492339417
205,1993-02-28,0.06232283343557493
206,1993-03-31,0.062274942995474626
207,1993-04-30,0.06391007500563232
208,1993-05-31,0.06423380232348093
209,1993-06-30,0.06166788487433019
210,1993-07-31,0.061677711541473085
211,1993-08-31,0.0611771086083249
212,1993-09-30,0.06192572290475835
213,1993-10-31,0.06102478565448675
214,1993-11-30,0.060971099261575006
215,1993-12-31,0.06011970341530324
216,1994-01-31,0.05929175776740293
217,1994-02-28,0.05924802148802988
218,1994-03-31,0.05807242724748195
219,1994-04-30,0.05653932008627933
220,1994-05-31,0.05441469747222466
221,1994-06-30,0.056587196470014624
222,1994-07-31,0.05743066833641551
223,1994-08-31,0.05709466176020697
224,1994-09-30,0.05791049646835122
225,1994-10-31,0.056225429399237276
226,1994-11-30,0.056112875657990405
227,1994-12-31,0.05609465787547843
228,1995-01-31,0.056181651466905874
229,1995-02-28,0.05883153409524639
230,1995-03-31,0.0586137479059007
231,1995-04-30,0.05657356842301135
232,1995-05-31,0.05657356842301135
233,1995-06-30,0.05657356842301135
234,1995-07-31,0.05657356842301135
235,1995-08-31,0.05629741704559685
236,1995-09-30,0.05602394851634821
237,1995-10-31,0.0565097605512253
238,1995-11-30,0.057513991694120796
239,1995-12-31,0.056557975326786795
240,1996-01-31,0.056065831699263276
241,1996-02-29,0.05814619349520759
242,1996-03-31,0.0582752140032922
243,1996-04-30,0.055943738525571475
244,1996-05-31,0.05392977968992564
245,1996-06-30,0.05733404879954969
246,1996-07-31,0.05691901008656671
247,1996-08-31,0.05492810340458169
248,1996-09-30,0.05908762400122815
249,1996-10-31,0.056204886166483954
250,1996-11-30,0.058533474433844906
251,1996-12-31,0.05571155094119105
252,1997-01-31,0.05759986456577808
253,1997-02-28,0.057760351761909974
254,1997-03-31,0.055915251408826486
255,1997-04-30,0.055997781057853115
256,1997-05-31,0.05571402204688232
257,1997-06-30,0.05651526498930872
258,1997-07-31,0.05435270246854106
259,1997-08-31,0.05650521823919271
260,1997-09-30,0.055727522190291645
261,1997-10-31,0.05557515577798085
262,1997-11-30,0.0550336197154683
263,1997-12-31,0.054992934391045425
264,1998-01-31,0.054872843002224725
265,1998-02-28,0.05540702291201827
266,1998-03-31,0.05463460539911634
267,1998-04-30,0.05593013004800077
268,1998-05-31,0.057139974183312965
269,1998-06-30,0.0552074231196292
270,1998-07-31,0.055950052881676
271,1998-08-31,0.05641652518028877
272,1998-09-30,0.055913306435514336
273,1998-10-31,0.05397276865130156
274,1998-11-30,0.05264166767012119
275,1998-12-31,0.053896879717542805
276,1999-01-31,0.0555874691609775
277,1999-02-28,0.05571405301189301
278,1999-03-31,0.05468561654250867
279,1999-04-30,0.05492431036862665
280,1999-05-31,0.056674030265933935
281,1999-06-30,0.05614478498042692
282,1999-07-31,0.055747789551780356
283,1999-08-31,0.05830503962712169
284,1999-09-30,0.054603482455791455
285,1999-10-31,0.05442233446237097
286,1999-11-30,0.05400262913425861
287,1999-12-31,0.05522100667108723
288,2000-01-31,0.05537982326544488
289,2000-02-29,0.053645946546017176
290,2000-03-31,0.05451729738571903
291,2000-04-30,0.054823054479506673
292,2000-05-31,0.05227121202100255
293,2000-06-30,0.05593880202283379
294,2000-07-31,0.05389364434467144
295,2000-08-31,0.054710871190365114
296,2000-09-30,0.05575582185933379
297,2000-10-31,0.05563498624071553
298,2000-11-30,0.05658219913268244
299,2000-12-31,0.056387110830337664
300,2001-01-31,0.05614598964033271
301,2001-02-28,0.05566111489328774
302,2001-03-31,0.05502151648536342
303,2001-04-30,0.05502717950907891
304,2001-05-31,0.05599874114805322
305,2001-06-30,0.05675549935833678
306,2001-07-31,0.05615670667527428
307,2001-08-31,0.0579035517635484
308,2001-09-30,0.057636273571123116
309,2001-10-31,0.05817098162992207
310,2001-11-30,0.059199750170876836
311,2001-12-31,0.058453583019573124
312,2002-01-31,0.059640403579398725
313,2002-02-28,0.060099037967188414
314,2002-03-31,0.06030279356650825
315,2002-04-30,0.058633095415913127
316,2002-05-31,0.05955874526480764
317,2002-06-30,0.05683437581651368
318,2002-07-31,0.05907520504520018
319,2002-08-31,0.059290452908463076
320,2002-09-30,0.05837189506982368
321,2002-10-31,0.05809832101483106
322,2002-11-30,0.06073760990880429
323,2002-12-31,0.057585496750987744
324,2003-01-31,0.05969789625585891
325,2003-02-28,0.05783295255562893
326,2003-03-31,0.06006308475195257
327,2003-04-30,0.05841731927574116
328,2003-05-31,0.0598736426664579
329,2003-06-30,0.05900349581018606
330,2003-07-31,0.05793050893191984
331,2003-08-31,0.058709705419433725
332,2003-09-30,0.057534560855713374
333,2003-10-31,0.05894144683850599
334,2003-11-30,0.058701626798991546
335,2003-12-31,0.06060648798307401
336,2004-01-31,0.05751372411074491
337,2004-02-29,0.0583668927958737
338,2004-03-31,0.05901235522687764
339,2004-04-30,0.05894477252069364
340,2004-05-31,0.058126992515003695
341,2004-06-30,0.05701745243218999
342,2004-07-31,0.05633147832570102
343,2004-08-31,0.057480774229796555
344,2004-09-30,0.05720240671530735
345,2004-10-31,0.05803569682533061
346,2004-11-30,0.05699954680804844
347,2004-12-31,0.058400137519891204
348,2005-01-31,0.059444013030491565
349,2005-02-28,0.0567247449685992
350,2005-03-31,0.058413475621613246
351,2005-04-30,0.05723394551436629
352,2005-05-31,0.05453129929619575
353,2005-06-30,0.05554969357552207
354,2005-07-31,0.05668060029393361
355,2005-08-31,0.05674710396759874
356,2005-09-30,0.05610359765616022
357,2005-10-31,0.0568471809501896
358,2005-11-30,0.05368946980717826
359,2005-12-31,0.05434643207762632
360,2006-01-31,0.056472650651784966
361,2006-02-28,0.055878832644220944
362,2006-03-31,0.05568111112157807
363,2006-04-30,0.054960130611383565
364,2006-05-31,0.05340772016348186
365,2006-06-30,0.054953046557154765
366,2006-07-31,0.05511978506643331
367,2006-08-31,0.05723866242587085
368,2006-09-30,0.05446472068282443
369,2006-10-31,0.057592292275407304
370,2006-11-30,0.05539722586079971
371,2006-12-31,0.055876664017663336
372,2007-01-31,0.05426046766968486
373,2007-02-28,0.05670473579583006
374,2007-03-31,0.0583581382528942
375,2007-04-30,0.05638012240970455
376,2007-05-31,0.055768199890962426
377,2007-06-30,0.056868080488602105
378,2007-07-31,0.05696664436283753
379,2007-08-31,0.057643380559783096
380,2007-09-30,0.05761409673512703
381,2007-10-31,0.05661689175524965
382,2007-11-30,0.058520936472403126
383,2007-12-31,0.05832719720794429
384,2008-01-31,0.05596405900834313
385,2008-02-29,0.05775296114283805
386,2008-03-31,0.05593063334170134
387,2008-04-30,0.057611703455798795
388,2008-05-31,0.058741539330081805
389,2008-06-30,0.059883053660857985
390,2008-07-31,0.05869025652286452
391,2008-08-31,0.058373096577994915
392,2008-09-30,0.059378885824101585
393,2008-10-31,0.05984661074237132
394,2008-11-30,0.059501309454174554
395,2008-12-31,0.06142507052977386
396,2009-01-31,0.06215120844873606
397,2009-02-28,0.06182082486159287
398,2009-03-31,0.06313268617361725
399,2009-04-30,0.06200153444361784
400,2009-05-31,0.06347360313722362
401,2009-06-30,0.06234940474826446
402,2009-07-31,0.061879037776424006
403,2009-08-31,0.0637900708435408
404,2009-09-30,0.06299717972076194
405,2009-10-31,0.06367226410238278
406,2009-11-30,0.06300630192119823
407,2009-12-31,0.06351972735210688
408,2010-01-31,0.06251057543400101
409,2010-02-28,0.06223538671547369
410,2010-03-31,0.06296456830703255
411,2010-04-30,0.061633803915640134
412,2010-05-31,0.06046516212513245
413,2010-06-30,0.06090622235528046
414,2010-07-31,0.0618824188456116
415,2010-08-31,0.06095347194859249
416,2010-09-30,0.06222237770388366
417,2010-10-31,0.06199122993870304
418,2010-11-30,0.06129928214092057
419,2010-12-31,0.061047050649804556
420,2011-01-31,0.06054723155958904
421,2011-02-28,0.06124035766793753
422,2011-03-31,0.06097095275255173
423,2011-04-30,0.060997398835042696
424,2011-05-31,0.06011650643521287
425,2011-06-30,0.059641181618107456
426,2011-07-31,0.06159326624255643
427,2011-08-31,0.059630998777651004
428,2011-09-30,0.06266294403555515
429,2011-10-31,0.06055831458840588
430,2011-11-30,0.061002980871274745
431,2011-12-31,0.060686537683050684
432,2012-01-31,0.06010174779640295
433,2012-02-29,0.05958521960181834
434,2012-03-31,0.06060995834208617
435,2012-04-30,0.05992934699039439
436,2012-05-31,0.059161147513472706
437,2012-06-30,0.05953454642393555
438,2012-07-31,0.058334442474080456
439,2012-08-31,0.059155169192982394
440,2012-09-30,0.05914065407803677
441,2012-10-31,0.058510348491734844
442,2012-11-30,0.058733349345481266
443,2012-12-31,0.06117338673682464
444,2013-01-31,0.05828484663071049
445,2013-02-28,0.05822006309176961
446,2013-03-31,0.06044707476783565
447,2013-04-30,0.06027038759679112
448,2013-05-31,0.060097339405727764
449,2013-06-30,0.05904206500295898
450,2013-07-31,0.05793041982692247
451,2013-08-31,0.06035254295806984
452,2013-09-30,0.05835526793513946
453,2013-10-31,0.05904062385838389
454,2013-11-30,0.05843107250764551
455,2013-12-31,0.05687664583156259
456,2014-01-31,0.05959168410085001
457,2014-02-28,0.05831781398784103
458,2014-03-31,0.05753525513655604
459,2014-04-30,0.05730895968150687
460,2014-05-31,0.05624996397717765
461,2014-06-30,0.05641320196062976
462,2014-07-31,0.05736749047994982
463,2014-08-31,0.05866072803336202
464,2014-09-30,0.05737389823023228
465,2014-10-31,0.056285243549805596
466,2014-11-30,0.05590923965097393
467,2014-12-31,0.057017333755958105
468,2015-01-31,0.05555185563262886
469,2015-02-28,0.055168962606427396
470,2015-03-31,0.056577918694468286
471,2015-04-30,0.05755755086584713
472,2015-05-31,0.055099101331978
473,2015-06-30,0.05415037196991968
474,2015-07-31,0.056753875672996654
475,2015-08-31,0.056616035062746775
476,2015-09-30,0.05686951355120111
477,2015-10-31,0.0582300942217017
478,2015-11-30,0.057002659968338844
479,2015-12-31,0.056209089702353714
480,2016-01-31,0.05543669269030297
481,2016-02-29,0.0575642170580067
482,2016-03-31,0.05658386497904354
483,2016-04-30,0.0552307447549446
484,2016-05-31,0.05598920228794417
485,2016-06-30,0.05728338895861964
486,2016-07-31,0.05793309677855175
487,2016-08-31,0.05898625440796752
488,2016-09-30,0.05683165217438428
489,2016-10-31,0.05504714903315802
490,2016-11-30,0.055009054746095146
491,2016-12-31,0.06048656841150598
492,2017-01-31,0.058112590361561266
493,2017-02-28,0.05527747111607351
494,2017-03-31,0.056535342765487315
495,2017-04-30,0.057961931093406055
496,2017-05-31,0.05395454804319075
497,2017-06-30,0.056714638494771326
498,2017-07-31,0.05617220059354883
499,2017-08-31,0.05697392662803057
500,2017-09-30,0.055386186453010085
501,2017-10-31,0.05781929005076948
502,2017-11-30,0.05468240625942872
503,2017-12-31,0.05554660963740144
504,2018-01-31,0.055854834917953
505,2018-02-28,0.053254453645639334
506,2018-03-31,0.05507665435859766
507,2018-04-30,0.05545560636905871
508,2018-05-31,0.05603960618589285
509,2018-06-30,0.0558839962571157
510,2018-07-31,0.055198321534718126
511,2018-08-31,0.054602976669170536
512,2018-09-30,0.0559896470976789
513,2018-10-31,0.05424017102409867
514,2018-11-30,0.0555800038471464
515,2018-12-31,0.058245032656838926
516,2019-01-31,0.05296808595717453
517,2019-02-28,0.05611960289946584
518,2019-03-31,0.056069229251171714
519,2019-04-30,0.052623846417609685
520,2019-05-31,0.055112066270700255
521,2019-06-30,0.05743310639313541
522,2019-07-31,0.056134111867035465
523,2019-08-31,0.055944763249883796
524,2019-09-30,0.055401608916110144
525,2019-10-31,0.05603811687905611
526,2019-11-30,0.054302745304458624
527,2019-12-31,0.05562425650972797
528,2020-01-31,0.05516351173427198
529,2020-02-29,0.05474376459965053
530,2020-03-31,0.04750218801240861
531,2020-04-30,0.06505381954437887
532,2020-05-31,0.06448113004569354
533,2020-06-30,0.06310341711294408
534,2020-07-31,0.06374105092445549
535,2020-08-31,0.06066213339742471
536,2020-09-30,0.059379059580337124
537,2020-10-31,0.06160853971521859
538,2020-11-30,0.05845439430795711
539,2020-12-31,0.06007152361544109
540,2021-01-31,0.05993127133899793
541,2021-02-28,0.057354342573798844
