,dates,urate_ie
183,1991-04-30,0.057971075036994724
184,1991-05-31,0.05850554241130506
185,1991-06-30,0.058418685292994446
186,1991-07-31,0.05879532796272395
187,1991-08-31,0.058961515616599895
188,1991-09-30,0.060254757897477994
189,1991-10-31,0.06084054459700747
190,1991-11-30,0.06242752332019504
191,1991-12-31,0.05906106310555091
192,1992-01-31,0.061672667078167966
193,1992-02-29,0.05897954089218768
194,1992-03-31,0.059247431510799524
195,1992-04-30,0.058999306807586
196,1992-05-31,0.060072048075267656
197,1992-06-30,0.057380899154753556
198,1992-07-31,0.05962023087795798
199,1992-08-31,0.06042849474138081
200,1992-09-30,0.05816134635122901
201,1992-10-31,0.06004507883808712
202,1992-11-30,0.060907200237423645
203,1992-12-31,0.06055817272897914
204,1993-01-31,0.05798005852357289
205,1993-02-28,0.05933972287673659
206,1993-03-31,0.05990804417844141
207,1993-04-30,0.05715194562750136
208,1993-05-31,0.058810794574601505
209,1993-06-30,0.05855347622435962
210,1993-07-31,0.0588064922838657
211,1993-08-31,0.058515095635718266
212,1993-09-30,0.06031213212446933
213,1993-10-31,0.06040182487993382
214,1993-11-30,0.05938354213915089
215,1993-12-31,0.058371050868254025
216,1994-01-31,0.057423000095848026
217,1994-02-28,0.058830162543195196
218,1994-03-31,0.058706528614666
219,1994-04-30,0.058901966439443565
220,1994-05-31,0.057180352262317644
221,1994-06-30,0.06048269540267299
222,1994-07-31,0.05899628418465595
223,1994-08-31,0.05888104215051714
224,1994-09-30,0.0596268709728225
225,1994-10-31,0.05863930907718619
226,1994-11-30,0.058783128265675354
227,1994-12-31,0.05869190118208055
228,1995-01-31,0.060393393394471084
229,1995-02-28,0.05970347234947228
230,1995-03-31,0.060548706615012375
231,1995-04-30,0.06157387313369542
232,1995-05-31,0.06157387313369542
233,1995-06-30,0.06157387313369542
234,1995-07-31,0.06157387313369542
235,1995-08-31,0.06047192437453006
236,1995-09-30,0.05944120258996915
237,1995-10-31,0.058709753708885
238,1995-11-30,0.061994221408853876
239,1995-12-31,0.06122481768300165
240,1996-01-31,0.05728715401198096
241,1996-02-29,0.06039895690241894
242,1996-03-31,0.06176438113975117
243,1996-04-30,0.057707502857644054
244,1996-05-31,0.05919502702834538
245,1996-06-30,0.05938786559562632
246,1996-07-31,0.0587396405116377
247,1996-08-31,0.0600411533271886
248,1996-09-30,0.060535686504969655
249,1996-10-31,0.05988071041702759
250,1996-11-30,0.06202227875133222
251,1996-12-31,0.06018244926702881
252,1997-01-31,0.060677853469343
253,1997-02-28,0.05817427434746277
254,1997-03-31,0.05936566752665334
255,1997-04-30,0.05804482566412006
256,1997-05-31,0.06004074534414862
257,1997-06-30,0.06072946622842266
258,1997-07-31,0.0594926937812099
259,1997-08-31,0.06051401058024444
260,1997-09-30,0.05838002209427581
261,1997-10-31,0.05805023012857221
262,1997-11-30,0.057363429212270244
263,1997-12-31,0.05763333972701501
264,1998-01-31,0.05999590310832757
265,1998-02-28,0.05893124985655952
266,1998-03-31,0.05738293189663362
267,1998-04-30,0.057712235357549
268,1998-05-31,0.05985665568318893
269,1998-06-30,0.05737459620755263
270,1998-07-31,0.05679567300940239
271,1998-08-31,0.05596548910533791
272,1998-09-30,0.05580916818775769
273,1998-10-31,0.05726454310478709
274,1998-11-30,0.05527974635413519
275,1998-12-31,0.056436046158833436
276,1999-01-31,0.05825820927952516
277,1999-02-28,0.05824721582747612
278,1999-03-31,0.05476249917069297
279,1999-04-30,0.055247669108904246
280,1999-05-31,0.05805378079763348
281,1999-06-30,0.05584055556578581
282,1999-07-31,0.05761575924709196
283,1999-08-31,0.05775963734888828
284,1999-09-30,0.055987356682142775
285,1999-10-31,0.05837084596757085
286,1999-11-30,0.056919014621021516
287,1999-12-31,0.057241140748074036
288,2000-01-31,0.05654505533758579
289,2000-02-29,0.05497255121387414
290,2000-03-31,0.05733958929032179
291,2000-04-30,0.058807026435575255
292,2000-05-31,0.056097662150607866
293,2000-06-30,0.059128317558239926
294,2000-07-31,0.05727443784932997
295,2000-08-31,0.05609276227883118
296,2000-09-30,0.05678593663454045
297,2000-10-31,0.05559008799532967
298,2000-11-30,0.055561357417370706
299,2000-12-31,0.055314130423552134
300,2001-01-31,0.0544281921058015
301,2001-02-28,0.05577730104581029
302,2001-03-31,0.05759562301543284
303,2001-04-30,0.05775254922946098
304,2001-05-31,0.05570889627580946
305,2001-06-30,0.056013021923139165
306,2001-07-31,0.0563902387009364
307,2001-08-31,0.05657038503293828
308,2001-09-30,0.058199220561496484
309,2001-10-31,0.05654576014151153
310,2001-11-30,0.057742565346185604
311,2001-12-31,0.05756632566527929
312,2002-01-31,0.05352435167726648
313,2002-02-28,0.058964781139910424
314,2002-03-31,0.057413936869712204
315,2002-04-30,0.05587964647565666
316,2002-05-31,0.05669136383006883
317,2002-06-30,0.05826114608704349
318,2002-07-31,0.05658729053635768
319,2002-08-31,0.05977403477088256
320,2002-09-30,0.05742957798908472
321,2002-10-31,0.054897832941645935
322,2002-11-30,0.05782452299961758
323,2002-12-31,0.05701233282524053
324,2003-01-31,0.0586975537006842
325,2003-02-28,0.057670420860893946
326,2003-03-31,0.058377261578859085
327,2003-04-30,0.058512455835308
328,2003-05-31,0.05772840955384376
329,2003-06-30,0.05869960088635574
330,2003-07-31,0.056147082767098296
331,2003-08-31,0.05831711159617253
332,2003-09-30,0.05621467544524228
333,2003-10-31,0.05580174758258883
334,2003-11-30,0.05811455096541968
335,2003-12-31,0.057484708367120906
336,2004-01-31,0.059864679301516954
337,2004-02-29,0.05841458903464282
338,2004-03-31,0.05692881202849752
339,2004-04-30,0.05874793918646418
340,2004-05-31,0.05941734780708656
341,2004-06-30,0.057153543407008046
342,2004-07-31,0.05834606102923472
343,2004-08-31,0.05855076346762023
344,2004-09-30,0.05639024816510291
345,2004-10-31,0.057286369739353575
346,2004-11-30,0.05753362211501217
347,2004-12-31,0.057137905746777636
348,2005-01-31,0.058281600133872354
349,2005-02-28,0.05933505031931373
350,2005-03-31,0.05558922640243912
351,2005-04-30,0.05768770557814493
352,2005-05-31,0.05777502450639476
353,2005-06-30,0.05720295678279807
354,2005-07-31,0.058970102983670794
355,2005-08-31,0.05725277305545125
356,2005-09-30,0.05698977695986842
357,2005-10-31,0.05905633176945185
358,2005-11-30,0.055280688028530256
359,2005-12-31,0.0577918676336623
360,2006-01-31,0.0567452834932738
361,2006-02-28,0.05753897915096682
362,2006-03-31,0.0558882216145127
363,2006-04-30,0.057281517982482766
364,2006-05-31,0.05699783568222603
365,2006-06-30,0.057804407950271135
366,2006-07-31,0.05761722585922627
367,2006-08-31,0.05669619102319124
368,2006-09-30,0.05616734544009152
369,2006-10-31,0.0555282207630509
370,2006-11-30,0.054242411935755755
371,2006-12-31,0.0570236287528892
372,2007-01-31,0.056025526361827456
373,2007-02-28,0.05646245180870249
374,2007-03-31,0.05854460890646685
375,2007-04-30,0.058951586299201546
376,2007-05-31,0.05638071445119058
377,2007-06-30,0.059295714422393786
378,2007-07-31,0.0577074386177123
379,2007-08-31,0.05867167880963139
380,2007-09-30,0.05783914686346232
381,2007-10-31,0.05769861164822684
382,2007-11-30,0.05793413441900792
383,2007-12-31,0.05891529358125021
384,2008-01-31,0.057686740025064444
385,2008-02-29,0.05839844100475777
386,2008-03-31,0.058949423737626225
387,2008-04-30,0.05902576025794795
388,2008-05-31,0.06034840415944854
389,2008-06-30,0.05959115195937669
390,2008-07-31,0.059346004542095786
391,2008-08-31,0.060323020674098865
392,2008-09-30,0.06041775630002937
393,2008-10-31,0.06084609877559437
394,2008-11-30,0.05870243189632581
395,2008-12-31,0.05963400181806311
396,2009-01-31,0.05936650294634958
397,2009-02-28,0.06121537153469451
398,2009-03-31,0.05883178780848933
399,2009-04-30,0.061812243675746226
400,2009-05-31,0.06389294050694404
401,2009-06-30,0.06141005220157213
402,2009-07-31,0.06071266867611802
403,2009-08-31,0.062197776530093805
404,2009-09-30,0.06102629676603728
405,2009-10-31,0.0628869073449639
406,2009-11-30,0.060490004555225164
407,2009-12-31,0.05958940193566196
408,2010-01-31,0.06025525268943155
409,2010-02-28,0.06067332302916932
410,2010-03-31,0.06065922154969181
411,2010-04-30,0.06212349158067869
412,2010-05-31,0.06503820831787054
413,2010-06-30,0.06203730042815753
414,2010-07-31,0.06057794992249577
415,2010-08-31,0.060776511142711445
416,2010-09-30,0.06269623773516314
417,2010-10-31,0.061455336939014775
418,2010-11-30,0.0591561138501897
419,2010-12-31,0.06003866880079298
420,2011-01-31,0.06093439778771709
421,2011-02-28,0.06191023756127429
422,2011-03-31,0.059750986897341624
423,2011-04-30,0.062096977331283686
424,2011-05-31,0.062563596312342
425,2011-06-30,0.06186013703527069
426,2011-07-31,0.061825141389604606
427,2011-08-31,0.0601962376804491
428,2011-09-30,0.06197652783523023
429,2011-10-31,0.06189874383166639
430,2011-11-30,0.06046584510050633
431,2011-12-31,0.060821800591427944
432,2012-01-31,0.06168182707602191
433,2012-02-29,0.06211999585794556
434,2012-03-31,0.06217728493964365
435,2012-04-30,0.06175289376371585
436,2012-05-31,0.062363961762773826
437,2012-06-30,0.06253479507063923
438,2012-07-31,0.05965290747563083
439,2012-08-31,0.06192598920543646
440,2012-09-30,0.061859516721027304
441,2012-10-31,0.0617669461760124
442,2012-11-30,0.05989427490640801
443,2012-12-31,0.0623306667774686
444,2013-01-31,0.06064835163715275
445,2013-02-28,0.06075395642042005
446,2013-03-31,0.06017834081994065
447,2013-04-30,0.060998711923793546
448,2013-05-31,0.06314208113911374
449,2013-06-30,0.06257014966655056
450,2013-07-31,0.06020040261436814
451,2013-08-31,0.061983824266811496
452,2013-09-30,0.061430330538027544
453,2013-10-31,0.062287793018077346
454,2013-11-30,0.060965034941887285
455,2013-12-31,0.05866003571522892
456,2014-01-31,0.060944456789239966
457,2014-02-28,0.06050654050761353
458,2014-03-31,0.0619975752607395
459,2014-04-30,0.05985185873959117
460,2014-05-31,0.06329306876234937
461,2014-06-30,0.06312802796070537
462,2014-07-31,0.05980984733409657
463,2014-08-31,0.0629661075883197
464,2014-09-30,0.059388700044353634
465,2014-10-31,0.06184928825471298
466,2014-11-30,0.0595623322713079
467,2014-12-31,0.057200076554048095
468,2015-01-31,0.05756246541147732
469,2015-02-28,0.05896254986602525
470,2015-03-31,0.05824455187117496
471,2015-04-30,0.05999818162466262
472,2015-05-31,0.061986953305151325
473,2015-06-30,0.059505563232946944
474,2015-07-31,0.05850544041137575
475,2015-08-31,0.06225842404381328
476,2015-09-30,0.05886850178810006
477,2015-10-31,0.059963178020109295
478,2015-11-30,0.05758082299585974
479,2015-12-31,0.05727231109970753
480,2016-01-31,0.05717030793338902
481,2016-02-29,0.058129180448051765
482,2016-03-31,0.05940733244191344
483,2016-04-30,0.06067906024763765
484,2016-05-31,0.06179759686170928
485,2016-06-30,0.06051568792859958
486,2016-07-31,0.06036099319161488
487,2016-08-31,0.060868716562484736
488,2016-09-30,0.062165048783333586
489,2016-10-31,0.05836041083332171
490,2016-11-30,0.05741886604269718
491,2016-12-31,0.05763378670929257
492,2017-01-31,0.05719423042310455
493,2017-02-28,0.05708226801831902
494,2017-03-31,0.059314669893106936
495,2017-04-30,0.06083973052779336
496,2017-05-31,0.059118328778228146
497,2017-06-30,0.060552925824128176
498,2017-07-31,0.05968004898167356
499,2017-08-31,0.05774973670745468
500,2017-09-30,0.060369105581062045
501,2017-10-31,0.05832727649146255
502,2017-11-30,0.05792451728734951
503,2017-12-31,0.05744525646737591
504,2018-01-31,0.05790798637108054
505,2018-02-28,0.05848329889282762
506,2018-03-31,0.05967016694519641
507,2018-04-30,0.06134753033093366
508,2018-05-31,0.06002496897110709
509,2018-06-30,0.05797678335273781
510,2018-07-31,0.05747970262559432
511,2018-08-31,0.05983703269168857
512,2018-09-30,0.06052394955255217
513,2018-10-31,0.05807330108690119
514,2018-11-30,0.05694773553181694
515,2018-12-31,0.05853276069824633
516,2019-01-31,0.05615034068127936
517,2019-02-28,0.05892368809893602
518,2019-03-31,0.0597062853458405
519,2019-04-30,0.05922961626321925
520,2019-05-31,0.06108744331773634
521,2019-06-30,0.059590939816133864
522,2019-07-31,0.05770145895863926
523,2019-08-31,0.05971542589202648
524,2019-09-30,0.05844990252441513
525,2019-10-31,0.057495902397236016
526,2019-11-30,0.05734896724382567
527,2019-12-31,0.05657512332703366
528,2020-01-31,0.05760214461882482
529,2020-02-29,0.05991366698897388
530,2020-03-31,0.06441692728078445
531,2020-04-30,0.059667573567430174
532,2020-05-31,0.06585106582947112
533,2020-06-30,0.061002653610805
534,2020-07-31,0.05939104800868354
535,2020-08-31,0.06267196660696892
536,2020-09-30,0.05987484941148299
537,2020-10-31,0.06067686117806203
538,2020-11-30,0.05863124460527186
539,2020-12-31,0.05978705373288613
540,2021-01-31,0.059658172749446445
541,2021-02-28,0.060211045899887544
