,dates,urate_ei
70,1981-11-30,0.059029797061594856
71,1981-12-31,0.05825993360494271
72,1982-01-31,0.05898000988476376
73,1982-02-28,0.0571566159418322
74,1982-03-31,0.05835205720470998
75,1982-04-30,0.05687713742037481
76,1982-05-31,0.05853343545908317
77,1982-06-30,0.060621505711158236
78,1982-07-31,0.057834394233005404
79,1982-08-31,0.06399106466987742
80,1982-09-30,0.05935057436815659
81,1982-10-31,0.05688723578341412
82,1982-11-30,0.0576614014531585
83,1982-12-31,0.05750032535243864
84,1983-01-31,0.05667291579801128
85,1983-02-28,0.056994716367334455
86,1983-03-31,0.057596929514483974
87,1983-04-30,0.059566651480838305
88,1983-05-31,0.06013885869579236
89,1983-06-30,0.057119418791915684
90,1983-07-31,0.05668034071353375
91,1983-08-31,0.06390437793273562
92,1983-09-30,0.05940241717753931
93,1983-10-31,0.057005327157245024
94,1983-11-30,0.058389350657158494
95,1983-12-31,0.060671447137199096
96,1984-01-31,0.05922779503269783
97,1984-02-29,0.05854057218837262
98,1984-03-31,0.05678498580695388
99,1984-04-30,0.058101625462188444
100,1984-05-31,0.06248104857714794
101,1984-06-30,0.06010161941080991
102,1984-07-31,0.0614837576635836
103,1984-08-31,0.060841561874920964
104,1984-09-30,0.05932237391526215
105,1984-10-31,0.06113602358620051
106,1984-11-30,0.058607400377566704
107,1984-12-31,0.058613900411373245
108,1985-01-31,0.06098150363294368
109,1985-02-28,0.05881199924986491
110,1985-03-31,0.058997376892007625
111,1985-04-30,0.0632544524203223
112,1985-05-31,0.06121160700457083
113,1985-06-30,0.060161263019125825
114,1985-07-31,0.05910856608983061
115,1985-08-31,0.061550838540270894
116,1985-09-30,0.06047329064543418
117,1985-10-31,0.05939326537780558
118,1985-11-30,0.05516736558355454
119,1985-12-31,0.06057682651165957
120,1986-01-31,0.05757246210955439
121,1986-02-28,0.05795929593360692
122,1986-03-31,0.05695798041614894
123,1986-04-30,0.059779908798459
124,1986-05-31,0.058093766071077094
125,1986-06-30,0.0577636788206549
126,1986-07-31,0.059247836755257674
127,1986-08-31,0.061865997964317625
128,1986-09-30,0.058610501981945874
129,1986-10-31,0.0574108724562578
130,1986-11-30,0.057159294237460544
131,1986-12-31,0.05895129326353492
132,1987-01-31,0.05594091537757007
133,1987-02-28,0.055895200804979735
134,1987-03-31,0.059824210874948575
135,1987-04-30,0.05747919055071463
136,1987-05-31,0.05761791034106648
137,1987-06-30,0.05893233697445056
138,1987-07-31,0.05731496146419727
139,1987-08-31,0.06185915957187126
140,1987-09-30,0.05822978472371403
141,1987-10-31,0.05850024174898991
142,1987-11-30,0.05725993290976111
143,1987-12-31,0.058887855581316775
144,1988-01-31,0.057708375472483996
145,1988-02-29,0.05597161410089365
146,1988-03-31,0.058823644893216356
147,1988-04-30,0.058937347196911814
148,1988-05-31,0.059576305344449826
149,1988-06-30,0.057676152728672665
150,1988-07-31,0.05559633559691284
151,1988-08-31,0.06202738110028416
152,1988-09-30,0.057929232796442624
153,1988-10-31,0.0576846777122572
154,1988-11-30,0.05997788255722377
155,1988-12-31,0.05801290664665793
156,1989-01-31,0.05908205937994614
157,1989-02-28,0.05671346357475601
158,1989-03-31,0.05741430932658126
159,1989-04-30,0.05599669683738376
160,1989-05-31,0.05955324099108851
161,1989-06-30,0.057831601979243245
162,1989-07-31,0.0553096273113605
163,1989-08-31,0.06279195200526472
164,1989-09-30,0.05740996649251665
165,1989-10-31,0.05786808005005767
166,1989-11-30,0.05684080855826638
167,1989-12-31,0.05759399148604614
168,1990-01-31,0.060072214717797764
169,1990-02-28,0.05836250807316647
170,1990-03-31,0.05796627207299061
171,1990-04-30,0.05576015600303116
172,1990-05-31,0.05871832526449131
173,1990-06-30,0.05675799906153608
174,1990-07-31,0.057919807057449944
175,1990-08-31,0.0586188327683864
176,1990-09-30,0.05740385640206623
177,1990-10-31,0.05775445885044271
178,1990-11-30,0.05445965207990507
179,1990-12-31,0.05840227473653478
180,1991-01-31,0.05549693696958971
181,1991-02-28,0.05643636382023958
182,1991-03-31,0.05525647173306089
183,1991-04-30,0.058678861059462684
184,1991-05-31,0.056023990356826585
185,1991-06-30,0.05576081827086817
186,1991-07-31,0.05810112179861208
187,1991-08-31,0.05693058867756345
188,1991-09-30,0.05597418520156258
189,1991-10-31,0.05622690030504631
190,1991-11-30,0.053784302676770715
191,1991-12-31,0.056440012609464726
192,1992-01-31,0.05492213623218725
193,1992-02-29,0.055888546913386225
194,1992-03-31,0.05604381082410404
195,1992-04-30,0.05611630455780156
196,1992-05-31,0.05552511771678303
197,1992-06-30,0.05706028214883039
198,1992-07-31,0.05549095240715031
199,1992-08-31,0.057498721625968044
200,1992-09-30,0.05918711105369266
201,1992-10-31,0.054566588477769976
202,1992-11-30,0.05489299019949369
203,1992-12-31,0.05770923709301013
204,1993-01-31,0.056836327060039646
205,1993-02-28,0.05634212143798297
206,1993-03-31,0.05854987891504254
207,1993-04-30,0.0558112196814696
208,1993-05-31,0.05454409631559047
209,1993-06-30,0.057026484704584976
210,1993-07-31,0.05603093100804372
211,1993-08-31,0.06020041853858114
212,1993-09-30,0.05550492080962292
213,1993-10-31,0.05521825971982849
214,1993-11-30,0.055263448614513204
215,1993-12-31,0.05676516500547117
216,1994-01-31,0.058262114833512214
217,1994-02-28,0.05822904390560033
218,1994-03-31,0.05683111677050094
219,1994-04-30,0.05654832991900893
220,1994-05-31,0.05723529937253878
221,1994-06-30,0.056690167646248076
222,1994-07-31,0.056042853480499644
223,1994-08-31,0.05908763270470541
224,1994-09-30,0.056457245502311945
225,1994-10-31,0.05575357336585001
226,1994-11-30,0.05763507685366034
227,1994-12-31,0.057061294848492296
228,1995-01-31,0.05721162721862719
229,1995-02-28,0.055769789739050064
230,1995-03-31,0.05655307381195511
231,1995-04-30,0.05731954490402116
232,1995-05-31,0.05731954490402116
233,1995-06-30,0.05731954490402116
234,1995-07-31,0.05731954490402116
235,1995-08-31,0.05664982799730367
236,1995-09-30,0.05597915882811833
237,1995-10-31,0.05768915214682599
238,1995-11-30,0.054864217851895686
239,1995-12-31,0.056590659639827526
240,1996-01-31,0.057172735696971934
241,1996-02-29,0.055167625601279864
242,1996-03-31,0.05443447212072908
243,1996-04-30,0.05658541161903419
244,1996-05-31,0.055495754441885814
245,1996-06-30,0.056900881065617734
246,1996-07-31,0.05859131539447924
247,1996-08-31,0.054926021106862045
248,1996-09-30,0.05512417381510242
249,1996-10-31,0.05627800714675773
250,1996-11-30,0.0538033335712569
251,1996-12-31,0.056569279705086906
252,1997-01-31,0.05652627146003907
253,1997-02-28,0.05605320945666115
254,1997-03-31,0.05522141011406008
255,1997-04-30,0.05721784590109832
256,1997-05-31,0.055846363507893466
257,1997-06-30,0.055314497883338816
258,1997-07-31,0.05791042552244442
259,1997-08-31,0.05608659434761192
260,1997-09-30,0.056633902057416204
261,1997-10-31,0.055918317153085345
262,1997-11-30,0.05712975883872185
263,1997-12-31,0.056022419419706065
264,1998-01-31,0.05624703684889135
265,1998-02-28,0.055086553223689945
266,1998-03-31,0.05742325644979785
267,1998-04-30,0.05531391114406237
268,1998-05-31,0.05724164611710026
269,1998-06-30,0.05894607615953051
270,1998-07-31,0.05821468275935436
271,1998-08-31,0.05642430436813028
272,1998-09-30,0.0585330107375516
273,1998-10-31,0.05770486790456052
274,1998-11-30,0.05741305643253384
275,1998-12-31,0.05780538872054916
276,1999-01-31,0.05825687983191362
277,1999-02-28,0.05676795344698171
278,1999-03-31,0.05914404936912622
279,1999-04-30,0.05706234457130746
280,1999-05-31,0.05745685587675996
281,1999-06-30,0.060199016830094876
282,1999-07-31,0.058043641234773166
283,1999-08-31,0.05939453095742742
284,1999-09-30,0.05592409622785617
285,1999-10-31,0.057682346484397976
286,1999-11-30,0.05741935696887251
287,1999-12-31,0.05769145380141213
288,2000-01-31,0.057241173904197154
289,2000-02-29,0.059229345784201276
290,2000-03-31,0.05579830800108227
291,2000-04-30,0.05859006932559991
292,2000-05-31,0.05798031006113945
293,2000-06-30,0.05801559006886712
294,2000-07-31,0.05614846006340918
295,2000-08-31,0.05826694811467882
296,2000-09-30,0.05786292159961763
297,2000-10-31,0.061415322781704765
298,2000-11-30,0.05761922085445384
299,2000-12-31,0.05862250562760486
300,2001-01-31,0.06124852074067912
301,2001-02-28,0.05778318045328029
302,2001-03-31,0.05934129931281994
303,2001-04-30,0.05998871749362764
304,2001-05-31,0.059107326714714754
305,2001-06-30,0.058834018117832405
306,2001-07-31,0.0632740508033833
307,2001-08-31,0.05735476319970201
308,2001-09-30,0.057602215690677916
309,2001-10-31,0.05907119189678638
310,2001-11-30,0.05837744356771618
311,2001-12-31,0.05885978092744297
312,2002-01-31,0.05719328260258049
313,2002-02-28,0.06009161209509534
314,2002-03-31,0.0577238945370308
315,2002-04-30,0.060560282203423695
316,2002-05-31,0.05820378957890477
317,2002-06-30,0.05637309761107999
318,2002-07-31,0.05928599999400729
319,2002-08-31,0.055297577880914675
320,2002-09-30,0.05824003024090831
321,2002-10-31,0.0599968510799032
322,2002-11-30,0.05665136889598521
323,2002-12-31,0.05680229683092137
324,2003-01-31,0.05766087378134939
325,2003-02-28,0.05779106504393251
326,2003-03-31,0.055664805825991835
327,2003-04-30,0.05830628401997031
328,2003-05-31,0.05666174270119844
329,2003-06-30,0.05788526313898455
330,2003-07-31,0.05817531192220624
331,2003-08-31,0.05601754952426956
332,2003-09-30,0.06035464507685892
333,2003-10-31,0.05823065585737564
334,2003-11-30,0.058913520755396305
335,2003-12-31,0.05670152909453744
336,2004-01-31,0.05744147966308387
337,2004-02-29,0.05861381233820017
338,2004-03-31,0.058641275033348116
339,2004-04-30,0.05888862015030094
340,2004-05-31,0.055892564096552584
341,2004-06-30,0.05936321219447386
342,2004-07-31,0.05703169505565912
343,2004-08-31,0.05739807481083197
344,2004-09-30,0.058744827703056564
345,2004-10-31,0.05881797344738392
346,2004-11-30,0.05983452237233445
347,2004-12-31,0.057627978371836995
348,2005-01-31,0.058363159161071
349,2005-02-28,0.05926521771673342
350,2005-03-31,0.05886459483234857
351,2005-04-30,0.05782502346446755
352,2005-05-31,0.05916392433328691
353,2005-06-30,0.0573536158512495
354,2005-07-31,0.056916351040481254
355,2005-08-31,0.056744956118169036
356,2005-09-30,0.05816642017920262
357,2005-10-31,0.059125558638174786
358,2005-11-30,0.059245347029274156
359,2005-12-31,0.05714677063670058
360,2006-01-31,0.05913232549668376
361,2006-02-28,0.059601679661676725
362,2006-03-31,0.05814881908933321
363,2006-04-30,0.05843971929313791
364,2006-05-31,0.05978469399632132
365,2006-06-30,0.057409759453968104
366,2006-07-31,0.05789968822556972
367,2006-08-31,0.05726002524251003
368,2006-09-30,0.057267690452032706
369,2006-10-31,0.05917800179655584
370,2006-11-30,0.05920722322535259
371,2006-12-31,0.059037012910456245
372,2007-01-31,0.06193342641242129
373,2007-02-28,0.059739763170320495
374,2007-03-31,0.05978872096222332
375,2007-04-30,0.05841671536096383
376,2007-05-31,0.05841722391830697
377,2007-06-30,0.05652023021530263
378,2007-07-31,0.06111842098307194
379,2007-08-31,0.055224857015520296
380,2007-09-30,0.05809362148774535
381,2007-10-31,0.057291325967603814
382,2007-11-30,0.05904126124694741
383,2007-12-31,0.057047425333241406
384,2008-01-31,0.05873165253945842
385,2008-02-29,0.05794425111167016
386,2008-03-31,0.05561588841171483
387,2008-04-30,0.05787484149102593
388,2008-05-31,0.05685576611853969
389,2008-06-30,0.056981836920411734
390,2008-07-31,0.05817475743042611
391,2008-08-31,0.05505659657331068
392,2008-09-30,0.056981543893077996
393,2008-10-31,0.05697513373657764
394,2008-11-30,0.05644167095028155
395,2008-12-31,0.05815042057747677
396,2009-01-31,0.055066237536558676
397,2009-02-28,0.057272557339327165
398,2009-03-31,0.056902584640121774
399,2009-04-30,0.05463171578839743
400,2009-05-31,0.055600498109318844
401,2009-06-30,0.05675332268016342
402,2009-07-31,0.05605871455126033
403,2009-08-31,0.05457108148412582
404,2009-09-30,0.05712236505778654
405,2009-10-31,0.055547206632574515
406,2009-11-30,0.05823518673819891
407,2009-12-31,0.05599873052646292
408,2010-01-31,0.05632199183481986
409,2010-02-28,0.05751969572978202
410,2010-03-31,0.05627039742608744
411,2010-04-30,0.05707157180100248
412,2010-05-31,0.05563398910788391
413,2010-06-30,0.05829751115115761
414,2010-07-31,0.055870890967674794
415,2010-08-31,0.055152580594209556
416,2010-09-30,0.05875463172468683
417,2010-10-31,0.05736845026676537
418,2010-11-30,0.05720881900351441
419,2010-12-31,0.056890593308258935
420,2011-01-31,0.0570836519507304
421,2011-02-28,0.05622191096376957
422,2011-03-31,0.05573864477277065
423,2011-04-30,0.05720423923860366
424,2011-05-31,0.058764037246056174
425,2011-06-30,0.0584583204666211
426,2011-07-31,0.055737138393071727
427,2011-08-31,0.054980922381854314
428,2011-09-30,0.05649793383023133
429,2011-10-31,0.058078618468212925
430,2011-11-30,0.059718503567268516
431,2011-12-31,0.0570026890426816
432,2012-01-31,0.05699822701589994
433,2012-02-29,0.056936531183324285
434,2012-03-31,0.05740741144606599
435,2012-04-30,0.056299724898412055
436,2012-05-31,0.058577109579290895
437,2012-06-30,0.05780562835696805
438,2012-07-31,0.060312606445420684
439,2012-08-31,0.05282195568095562
440,2012-09-30,0.05599980603352588
441,2012-10-31,0.05850336303978943
442,2012-11-30,0.05804805818827106
443,2012-12-31,0.05645552726601627
444,2013-01-31,0.061123089890640254
445,2013-02-28,0.06025448853239795
446,2013-03-31,0.05674300533131988
447,2013-04-30,0.05875560798096462
448,2013-05-31,0.057928023585912515
449,2013-06-30,0.05770033976033286
450,2013-07-31,0.059515778667239734
451,2013-08-31,0.05449588723177848
452,2013-09-30,0.058971334675766034
453,2013-10-31,0.056618148899711805
454,2013-11-30,0.05911219015916588
455,2013-12-31,0.05925358958748862
456,2014-01-31,0.05895380790050809
457,2014-02-28,0.05990586705955925
458,2014-03-31,0.056311563542718476
459,2014-04-30,0.058592008689875706
460,2014-05-31,0.05629286624282948
461,2014-06-30,0.05781114008615241
462,2014-07-31,0.05846875724313893
463,2014-08-31,0.055477648498620635
464,2014-09-30,0.059078126605595846
465,2014-10-31,0.05857173553277021
466,2014-11-30,0.06170337808053058
467,2014-12-31,0.05987143784923204
468,2015-01-31,0.06124280928859798
469,2015-02-28,0.06187150783455822
470,2015-03-31,0.05993725508924182
471,2015-04-30,0.060728311806535235
472,2015-05-31,0.061026039677081936
473,2015-06-30,0.061556944505728683
474,2015-07-31,0.05983134712014777
475,2015-08-31,0.055856299974911955
476,2015-09-30,0.06071777479891792
477,2015-10-31,0.06029415348659804
478,2015-11-30,0.06051959142116252
479,2015-12-31,0.061169778429491777
480,2016-01-31,0.060099927678533956
481,2016-02-29,0.06025473438815761
482,2016-03-31,0.06051007228414703
483,2016-04-30,0.05868709501562481
484,2016-05-31,0.05985775122139612
485,2016-06-30,0.05903825464416397
486,2016-07-31,0.05807004469320103
487,2016-08-31,0.05750354399140366
488,2016-09-30,0.05833213764135455
489,2016-10-31,0.06048634979099864
490,2016-11-30,0.0629212529852371
491,2016-12-31,0.06022932554565545
492,2017-01-31,0.06064455531518711
493,2017-02-28,0.06040084687710269
494,2017-03-31,0.05974864121523004
495,2017-04-30,0.060735054049281714
496,2017-05-31,0.06093537286802631
497,2017-06-30,0.06128318989261208
498,2017-07-31,0.05849728297593996
499,2017-08-31,0.05690328870115757
500,2017-09-30,0.06243022987428805
501,2017-10-31,0.06139752512619004
502,2017-11-30,0.062375394629930206
503,2017-12-31,0.061016945767477584
504,2018-01-31,0.060081752920151846
505,2018-02-28,0.06089793411882148
506,2018-03-31,0.06059536778820577
507,2018-04-30,0.058692910165477605
508,2018-05-31,0.06097645078236783
509,2018-06-30,0.06023888598136255
510,2018-07-31,0.0632258208494564
511,2018-08-31,0.055813908678369
512,2018-09-30,0.060181999475050506
513,2018-10-31,0.06048091564468435
514,2018-11-30,0.0636993689942639
515,2018-12-31,0.06053597142315252
516,2019-01-31,0.06205058353145609
517,2019-02-28,0.06209318071187585
518,2019-03-31,0.05988653716879524
519,2019-04-30,0.06207177403711683
520,2019-05-31,0.05904941990288347
521,2019-06-30,0.06140159931942299
522,2019-07-31,0.06143338806322668
523,2019-08-31,0.05547860603918363
524,2019-09-30,0.05881034992965937
525,2019-10-31,0.06087653652443648
526,2019-11-30,0.06268949695129669
527,2019-12-31,0.06018134288150268
528,2020-01-31,0.05917514786651294
529,2020-02-29,0.06632313003066471
530,2020-03-31,0.06211967550825589
531,2020-04-30,0.061108854003410214
532,2020-05-31,0.05513872194985692
533,2020-06-30,0.05896801614375951
534,2020-07-31,0.05791410338576901
535,2020-08-31,0.055909126681723945
536,2020-09-30,0.0596783806903062
537,2020-10-31,0.061703842134645824
538,2020-11-30,0.06339430303318137
539,2020-12-31,0.06008517656703272
540,2021-01-31,0.05997621316114206
541,2021-02-28,0.060376305443545435
